2001 super output areas - lower layer,mnemonic,"22 : Publishing, printing and reproduction of recorded media",,24 : Manufacture of chemicals and chemical products,,30 : Manufacture of office machinery and computers,,"32 : Manufacture of radio, television and communication equipment and apparatus",,"33 : Manufacture of medical, precision and optical instruments, watches and clocks",,"50 : Sale, maintenance and repair of motor vehicles and motorcycles; retail sale of automotive fuel",,"51 : Wholesale trade and commission trade, except of motor vehicles and motorcycles",,64 : Post and telecommunications,,"65 : Financial intermediation, except insurance and pension funding",,"66 : Insurance and pension funding, except compulsory social security",,67 : Activities auxiliary to financial intermediation,,72 : Computer and related activites,,73 : Research and development,,74 : Other business activities,,75 : Public administration and defence; compulsory social security,,80 : Education,,85 : Health and social work,,"92 : Recreational, cultural and sporting activities"
Richmond upon Thames 004B,E01003850,0,,0,,0,,0,,0,,0,,45,,0,,0,,0,,0,,20,,0,,70,,600,,0,,50,,15
Richmond upon Thames 004A,E01003848,0,,0,,0,,0,,0,,30,,25,,0,,0,,0,,0,,20,,0,,60,,0,,45,,0,,15
Richmond upon Thames 005E,E01003859,5,,0,,0,,0,,0,,10,,0,,0,,0,,0,,5,,5,,0,,35,,0,,0,,5,,5
Richmond upon Thames 005A,E01003804,5,,0,,0,,0,,0,,10,,10,,0,,0,,0,,5,,10,,0,,70,,0,,30,,20,,15
Richmond upon Thames 005B,E01003807,15,,0,,0,,0,,0,,15,,75,,10,,35,,0,,0,,40,,0,,275,,75,,5,,100,,50
Richmond upon Thames 005C,E01003808,10,,0,,0,,0,,0,,0,,0,,0,,5,,0,,5,,15,,0,,45,,0,,5,,5,,15
Richmond upon Thames 005D,E01003809,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,10,,0,,80,,0,,175,,20,,35
Richmond upon Thames 006A,E01003873,40,,0,,0,,0,,0,,0,,5,,10,,20,,75,,5,,70,,0,,800,,20,,5,,45,,25
Richmond upon Thames 006B,E01003874,0,,0,,0,,0,,0,,5,,0,,0,,25,,0,,5,,20,,0,,220,,0,,35,,75,,35
Richmond upon Thames 006C,E01003875,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,60,,0,,125,,35,,15
Richmond upon Thames 006D,E01003878,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,25,,0,,75,,100,,15
Richmond upon Thames 007B,E01003868,0,,0,,0,,0,,0,,5,,5,,30,,0,,0,,0,,25,,0,,90,,0,,40,,30,,30
Richmond upon Thames 007C,E01003871,0,,0,,0,,0,,0,,5,,35,,0,,0,,0,,0,,10,,0,,30,,0,,25,,5,,20
Richmond upon Thames 007D,E01003872,5,,0,,0,,0,,0,,0,,50,,0,,0,,0,,0,,15,,0,,110,,0,,0,,5,,90
Richmond upon Thames 007A,E01003866,0,,0,,5,,0,,0,,0,,5,,0,,5,,0,,0,,10,,0,,170,,0,,45,,0,,15
Richmond upon Thames 008A,E01003821,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,25,,0,,170,,0,,30,,200,,15
Richmond upon Thames 008B,E01003876,150,,10,,0,,0,,0,,10,,50,,150,,300,,10,,45,,300,,35,,4500,,30,,400,,190,,250
Richmond upon Thames 008C,E01003877,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,25,,0,,60,,0,,5,,30,,15
Richmond upon Thames 008D,E01003879,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,25,,0,,50,,0,,175,,0,,20
Richmond upon Thames 009A,E01003892,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,35,,0,,50,,0,,0,,100,,30
Richmond upon Thames 009B,E01003893,0,,0,,0,,0,,0,,10,,5,,0,,0,,0,,0,,50,,0,,140,,0,,0,,75,,10
Richmond upon Thames 009C,E01003894,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,25,,0,,25,,0,,0,,75,,15
Richmond upon Thames 009D,E01003895,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,20,,0,,45,,0,,125,,50,,40
Richmond upon Thames 010A,E01003905,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,15,,0,,10,,50,,75,,40,,0
Richmond upon Thames 010B,E01003906,5,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,10,,0,,20,,0,,0,,15,,5
Richmond upon Thames 010C,E01003907,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,0,,5,,0
Richmond upon Thames 010D,E01003908,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,30,,0,,100,,25,,10
Richmond upon Thames 010E,E01003909,10,,0,,0,,0,,0,,0,,5,,0,,25,,0,,0,,5,,0,,50,,0,,0,,25,,25
Richmond upon Thames 011D,E01003910,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,5,,0,,5
Richmond upon Thames 011B,E01003869,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,20,,0,,70,,0,,0,,75,,15
Richmond upon Thames 011C,E01003870,0,,0,,0,,0,,0,,0,,10,,100,,0,,50,,0,,20,,0,,60,,0,,5,,5,,175
Richmond upon Thames 011A,E01003867,0,,0,,0,,0,,0,,100,,25,,0,,0,,0,,0,,10,,0,,35,,75,,800,,20,,500
Richmond upon Thames 012C,E01003816,5,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,10,,0,,45,,0,,175,,10,,35
Richmond upon Thames 012D,E01003817,0,,0,,0,,0,,0,,5,,15,,0,,5,,0,,0,,10,,0,,50,,100,,175,,125,,15
Richmond upon Thames 012A,E01003805,5,,0,,0,,0,,0,,0,,15,,0,,5,,0,,75,,10,,0,,250,,0,,45,,100,,40
Richmond upon Thames 012B,E01003806,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,50,,10,,0,,60,,0,,50,,10,,10
Richmond upon Thames 013A,E01003840,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,10,,0,,0,,0,,0
Richmond upon Thames 013B,E01003841,0,,0,,0,,0,,0,,10,,15,,0,,0,,0,,0,,5,,0,,10,,0,,0,,25,,5
Richmond upon Thames 013C,E01003842,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,125,,30,,0
Richmond upon Thames 013D,E01003843,15,,5,,0,,0,,0,,0,,20,,0,,0,,0,,0,,5,,0,,100,,0,,0,,20,,0
Richmond upon Thames 013E,E01003844,0,,0,,0,,0,,0,,5,,0,,0,,5,,0,,0,,15,,0,,20,,0,,125,,75,,40
Richmond upon Thames 013F,E01003845,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,20,,0,,10,,10,,5
Richmond upon Thames 014A,E01003882,5,,0,,0,,0,,0,,0,,40,,0,,15,,0,,0,,50,,0,,140,,5,,400,,40,,35
Richmond upon Thames 014B,E01003883,10,,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,50,,5,,40,,0,,25,,15,,10
Richmond upon Thames 014C,E01003896,25,,75,,0,,0,,0,,0,,25,,10,,75,,0,,100,,60,,0,,550,,600,,200,,300,,40
Richmond upon Thames 014D,E01003897,40,,0,,0,,0,,0,,0,,225,,15,,30,,5,,45,,150,,0,,375,,900,,40,,50,,30
Richmond upon Thames 015A,E01003898,0,,0,,0,,0,,0,,10,,10,,0,,5,,0,,0,,0,,0,,70,,0,,75,,150,,75
Richmond upon Thames 015B,E01003899,0,,0,,0,,0,,0,,5,,0,,0,,0,,25,,0,,10,,0,,15,,0,,0,,0,,15
Richmond upon Thames 015C,E01003900,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,15,,0,,150,,25,,5
Richmond upon Thames 015D,E01003901,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,10,,0,,0,,0,,10
Richmond upon Thames 015E,E01003902,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,25,,0,,15,,5,,0
Richmond upon Thames 015F,E01003903,0,,0,,0,,0,,0,,20,,0,,0,,0,,0,,0,,5,,0,,75,,0,,0,,45,,10
Richmond upon Thames 015G,E01003904,0,,0,,0,,0,,0,,30,,25,,0,,0,,0,,0,,5,,0,,10,,0,,0,,50,,0
Richmond upon Thames 016A,E01003880,0,,0,,0,,0,,0,,10,,10,,0,,0,,0,,0,,15,,0,,60,,0,,10,,10,,15
Richmond upon Thames 016B,E01003881,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,25,,0,,45,,0,,700,,50,,5
Richmond upon Thames 016C,E01003884,0,,0,,0,,0,,0,,10,,25,,0,,0,,0,,20,,10,,0,,50,,0,,5,,20,,15
Richmond upon Thames 016D,E01003885,5,,0,,0,,0,,0,,0,,10,,5,,5,,0,,0,,10,,0,,60,,0,,200,,20,,40
Richmond upon Thames 017A,E01003818,10,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,60,,0,,0,,10,,5
Richmond upon Thames 017B,E01003819,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,25,,0,,25,,5,,15
Richmond upon Thames 017C,E01003820,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,15,,0,,35,,25,,10
Richmond upon Thames 018A,E01003811,0,,0,,0,,0,,0,,5,,35,,0,,0,,0,,0,,60,,0,,90,,0,,25,,350,,15
Richmond upon Thames 018B,E01003812,0,,0,,0,,0,,5,,75,,5,,0,,0,,0,,0,,15,,0,,100,,45,,200,,75,,25
Richmond upon Thames 018C,E01003890,0,,0,,0,,0,,0,,5,,25,,5,,0,,0,,0,,25,,0,,30,,0,,50,,75,,20
Richmond upon Thames 018D,E01003891,800,,0,,0,,5,,0,,5,,5,,5,,5,,0,,0,,10,,0,,70,,125,,0,,10,,100
Richmond upon Thames 019B,E01003813,0,,0,,0,,0,,0,,5,,10,,0,,0,,0,,0,,15,,0,,50,,0,,40,,0,,15
Richmond upon Thames 019C,E01003814,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,10,,10,,0,,35,,45,,15,,175,,10
Richmond upon Thames 019D,E01003815,0,,0,,0,,0,,0,,10,,35,,50,,5,,300,,15,,40,,0,,110,,0,,75,,125,,30
Richmond upon Thames 019A,E01003810,5,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,30,,0,,100,,0,,30,,40,,30
Richmond upon Thames 020A,E01003828,5,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,10,,0,,40,,0,,15,,0,,5
Richmond upon Thames 020B,E01003829,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,20,,0,,400,,15,,0
Richmond upon Thames 020C,E01003830,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,15,,0,,170,,0,,300,,20,,10
Richmond upon Thames 020D,E01003831,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,35,,0,,0,,0,,0
Richmond upon Thames 020E,E01003832,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0
Richmond upon Thames 020F,E01003833,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,25,,0,,50,,75,,5
Richmond upon Thames 021A,E01003886,75,,0,,0,,0,,25,,0,,25,,45,,20,,0,,0,,20,,35,,275,,25,,5,,50,,75
Richmond upon Thames 021B,E01003887,10,,0,,0,,0,,0,,10,,50,,10,,30,,0,,5,,175,,0,,475,,0,,40,,75,,30
Richmond upon Thames 021C,E01003888,5,,0,,0,,0,,0,,10,,15,,0,,5,,0,,5,,25,,600,,550,,75,,50,,300,,30
Richmond upon Thames 021D,E01003889,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,20,,0,,50,,0,,0,,15,,15
Richmond upon Thames 022A,E01003834,5,,0,,0,,5,,0,,0,,125,,125,,125,,5,,10,,150,,0,,350,,0,,75,,75,,25
Richmond upon Thames 022B,E01003835,5,,0,,0,,0,,0,,5,,15,,0,,0,,0,,0,,15,,0,,50,,0,,25,,15,,10
Richmond upon Thames 022C,E01003836,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,20,,0,,15,,25,,10
Richmond upon Thames 022D,E01003837,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,0,,20,,0,,45,,0,,175,,40,,15
Richmond upon Thames 022E,E01003838,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,40,,0,,100,,20,,10
Richmond upon Thames 022F,E01003839,0,,0,,0,,0,,0,,10,,10,,0,,0,,0,,0,,15,,0,,100,,0,,5,,75,,10
Richmond upon Thames 023A,E01003822,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,20,,0,,60,,0,,0,,35,,20
Richmond upon Thames 023B,E01003823,5,,0,,0,,0,,0,,40,,10,,0,,0,,0,,15,,25,,0,,150,,0,,5,,40,,500
Richmond upon Thames 023C,E01003824,0,,0,,0,,0,,0,,10,,10,,0,,5,,0,,0,,15,,0,,45,,0,,75,,50,,20
Richmond upon Thames 023D,E01003825,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,20,,0,,40,,0,,0,,0,,0
Richmond upon Thames 023E,E01003826,25,,0,,0,,0,,0,,20,,30,,0,,5,,0,,30,,35,,0,,130,,0,,5,,0,,0
Richmond upon Thames 023F,E01003827,10,,0,,0,,15,,10,,5,,50,,50,,5,,0,,5,,80,,0,,400,,0,,75,,50,,20
Sutton 001A,E01004125,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Sutton 001B,E01004183,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,10,,15
Sutton 001C,E01004184,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Sutton 001D,E01004185,25,,0,,0,,0,,0,,0,,25,,0,,0,,0,,5,,5,,0,,20,,0,,0,,40,,0
Sutton 001E,E01004189,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,0,,0,,5,,0,,50,,15,,0
Sutton 002C,E01004126,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Sutton 002A,E01004123,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,0,,5,,0,,15,,0,,75,,15,,10
Sutton 002B,E01004124,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,50,,45,,0,,0
Sutton 002D,E01004128,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,10,,40,,0,,5,,3000,,5
Sutton 002E,E01004129,0,,0,,0,,0,,10,,5,,10,,0,,0,,0,,0,,0,,0,,5,,0,,0,,125,,0
Sutton 003A,E01004130,35,,0,,0,,0,,5,,25,,150,,0,,0,,0,,0,,35,,0,,75,,0,,175,,35,,5
Sutton 003B,E01004131,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,50,,0,,0,,10,,15
Sutton 003C,E01004134,0,,0,,0,,0,,0,,10,,20,,0,,15,,0,,0,,5,,0,,20,,0,,40,,30,,5
Sutton 003D,E01004135,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,30,,0,,0,,0,,5
Sutton 003E,E01004136,0,,0,,0,,0,,0,,0,,20,,5,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0
Sutton 004A,E01004164,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,350,,0,,0
Sutton 004B,E01004166,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,25,,225,,100,,5,,5
Sutton 004C,E01004169,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,45
Sutton 004E,E01004188,20,,0,,0,,5,,5,,20,,130,,10,,0,,0,,0,,35,,0,,200,,0,,100,,15,,5
Sutton 004D,E01004186,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,40,,10,,0,,75,,5,,5
Sutton 005E,E01004187,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,10,,45,,100,,0
Sutton 005D,E01004167,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,,0,,0,,5,,0,,75,,10,,5
Sutton 005C,E01004165,5,,0,,0,,0,,0,,10,,5,,0,,0,,0,,0,,5,,0,,30,,0,,75,,50,,5
Sutton 005B,E01004163,0,,0,,0,,0,,0,,35,,0,,0,,0,,0,,0,,5,,0,,15,,0,,0,,0,,0
Sutton 005A,E01004127,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,150,,0,,0
Sutton 006B,E01004121,5,,0,,0,,0,,0,,0,,0,,0,,40,,0,,0,,20,,0,,50,,0,,40,,100,,15
Sutton 006A,E01004117,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,5,,0,,0,,0,,0
Sutton 006E,E01004195,0,,0,,0,,0,,0,,0,,10,,50,,15,,5,,0,,25,,0,,80,,0,,25,,5,,10
Sutton 006C,E01004192,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,5,,0,,75,,0,,75,,0,,0
Sutton 006D,E01004193,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,5,,0,,75,,5,,0
Sutton 007A,E01004144,0,,0,,0,,0,,0,,5,,5,,0,,0,,0,,45,,15,,0,,15,,0,,0,,0,,0
Sutton 007B,E01004145,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,5,,0,,10,,0,,0,,20,,10
Sutton 007C,E01004146,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,5,,100,,5,,30,,5
Sutton 007D,E01004147,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,25,,0,,0,,100,,5
Sutton 008A,E01004116,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,50,,0,,20,,0,,0,,35,,0
Sutton 008B,E01004122,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,40,,0,,0,,15,,5
Sutton 008E,E01004194,200,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,15,,0,,0,,800,,0
Sutton 008F,E01004196,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,,0,,0,,10,,0,,0,,15,,5
Sutton 008C,E01004190,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,0,,0,,0
Sutton 008D,E01004191,5,,0,,0,,0,,0,,10,,45,,5,,25,,0,,10,,0,,0,,75,,0,,35,,50,,5
Sutton 009D,E01004132,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0
Sutton 009E,E01004133,0,,0,,0,,0,,0,,35,,0,,0,,0,,0,,0,,0,,0,,5,,0,,100,,0,,0
Sutton 009B,E01004118,0,,0,,0,,0,,5,,5,,20,,0,,0,,0,,5,,5,,0,,35,,0,,45,,125,,40
Sutton 009C,E01004119,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,5,,0,,25,,0,,0,,75,,0
Sutton 009A,E01004115,0,,0,,0,,0,,0,,10,,30,,20,,0,,0,,0,,5,,0,,30,,0,,300,,15,,5
Sutton 010D,E01004175,5,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,5,,0,,15,,0,,0,,30,,10
Sutton 010E,E01004176,0,,0,,5,,0,,0,,0,,10,,0,,0,,0,,0,,10,,0,,10,,0,,5,,0,,200
Sutton 010A,E01004171,0,,0,,0,,0,,0,,10,,20,,0,,5,,0,,5,,5,,5,,35,,0,,100,,0,,0
Sutton 010B,E01004172,15,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,1000,,0,,20,,75,,5
Sutton 010C,E01004173,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,100,,30,,0
Sutton 011A,E01004076,300,,0,,0,,0,,0,,150,,750,,800,,0,,0,,0,,100,,0,,325,,10,,150,,30,,45
Sutton 011B,E01004077,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,30,,0,,35,,10,,5
Sutton 011C,E01004078,20,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,30,,0,,30,,0,,0
Sutton 011D,E01004079,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0
Sutton 011E,E01004080,15,,0,,0,,0,,0,,50,,0,,0,,0,,0,,0,,5,,0,,5,,0,,30,,5,,10
Sutton 011F,E01004081,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,20,,0,,75,,0,,0
Sutton 011G,E01004082,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0
Sutton 012E,E01004149,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,0,,5,,0,,5,,0,,50,,5,,0
Sutton 012A,E01004137,5,,0,,0,,0,,5,,5,,20,,0,,200,,0,,20,,5,,0,,125,,0,,175,,125,,0
Sutton 012B,E01004140,5,,0,,0,,0,,0,,15,,5,,0,,5,,0,,125,,45,,0,,600,,0,,0,,35,,5
Sutton 012C,E01004141,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
Sutton 012D,E01004142,10,,0,,0,,0,,0,,50,,175,,225,,350,,300,,50,,125,,0,,9500,,1500,,175,,100,,200
Sutton 013C,E01004138,0,,0,,0,,0,,0,,5,,40,,0,,0,,0,,10,,20,,0,,1125,,0,,0,,50,,10
Sutton 013D,E01004139,5,,0,,0,,0,,0,,5,,20,,0,,0,,0,,0,,5,,0,,30,,0,,10,,0,,5
Sutton 013B,E01004103,15,,0,,0,,10,,0,,10,,75,,0,,5,,0,,5,,15,,0,,170,,0,,0,,50,,0
Sutton 013E,E01004168,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,0,,5,,0,,10,,0,,0,,0,,0
Sutton 013A,E01004101,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,0,,0,,0
Sutton 014B,E01004148,0,,0,,0,,0,,0,,5,,15,,0,,0,,0,,0,,0,,0,,20,,0,,50,,75,,5
Sutton 014C,E01004159,0,,0,,0,,0,,0,,15,,5,,0,,0,,0,,0,,0,,0,,10,,75,,0,,25,,45
Sutton 014D,E01004160,5,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,5,,0,,10,,0,,75,,0,,5
Sutton 014E,E01004161,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,10,,0,,0,,0,,0
Sutton 014A,E01004143,0,,0,,0,,0,,0,,20,,0,,0,,0,,0,,0,,5,,0,,15,,30,,50,,25,,0
Sutton 015E,E01004102,0,,0,,0,,0,,0,,10,,0,,0,,5,,0,,0,,10,,0,,75,,0,,150,,150,,10
Sutton 015A,E01004097,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,10,,0,,0,,0,,0
Sutton 015B,E01004098,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,0,,0,,15,,0,,0,,100,,5
Sutton 015C,E01004099,10,,0,,0,,0,,0,,10,,0,,0,,0,,0,,5,,50,,0,,110,,200,,50,,25,,10
Sutton 015D,E01004100,0,,0,,0,,0,,0,,35,,15,,0,,0,,0,,0,,10,,0,,125,,0,,300,,0,,25
Sutton 016A,E01004110,0,,0,,0,,0,,0,,5,,50,,5,,10,,0,,10,,75,,0,,250,,0,,5,,150,,15
Sutton 016B,E01004111,0,,0,,0,,0,,0,,5,,10,,0,,0,,0,,10,,5,,0,,45,,0,,0,,0,,5
Sutton 016C,E01004112,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,15,,0,,70,,0,,150,,5,,5
Sutton 016D,E01004120,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,0,,5,,0,,15,,0,,0,,5,,0
Sutton 016E,E01004157,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,15,,0,,15,,0,,0,,5,,0
Sutton 017C,E01004174,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,500,,30,,0,,15,,5
Sutton 017B,E01004170,0,,0,,0,,5,,0,,15,,0,,150,,10,,0,,5,,75,,0,,200,,15,,25,,75,,5
Sutton 017A,E01004087,5,,0,,0,,0,,0,,10,,0,,0,,0,,0,,5,,15,,0,,10,,0,,0,,40,,0
Sutton 017D,E01004178,35,,0,,0,,0,,0,,45,,25,,10,,100,,5,,10,,5,,0,,220,,15,,0,,125,,20
Sutton 017E,E01004179,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,130,,0,,0,,35,,5
Sutton 018D,E01004158,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,,175,,10
Sutton 018E,E01004162,5,,0,,0,,0,,0,,0,,0,,0,,0,,25,,0,,5,,0,,40,,0,,175,,125,,0
Sutton 018A,E01004152,0,,0,,0,,0,,0,,20,,0,,0,,0,,0,,0,,10,,0,,75,,25,,10,,75,,0
Sutton 018B,E01004155,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15,,0,,5,,0,,0,,75,,0
Sutton 018C,E01004156,0,,0,,0,,0,,0,,20,,5,,0,,15,,0,,0,,20,,0,,30,,0,,10,,100,,0
Sutton 019C,E01004088,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,75,,15,,10
Sutton 019D,E01004089,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,75,,75
Sutton 019B,E01004086,20,,15,,0,,0,,0,,50,,75,,125,,0,,15,,0,,10,,0,,45,,0,,150,,5,,15
Sutton 019A,E01004083,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,5,,10,,0
Sutton 019E,E01004182,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,,125,,0,,0,,35,,5
Sutton 020D,E01004180,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,50,,0,,125,,45,,5
Sutton 020E,E01004181,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,0,,75,,0
Sutton 020C,E01004177,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,50,,15,,25,,225,,25
Sutton 020B,E01004107,0,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,10,,0,,25,,0,,5,,40,,0
Sutton 020A,E01004104,0,,0,,0,,0,,0,,5,,5,,0,,5,,0,,0,,0,,0,,25,,0,,5,,75,,0
Sutton 021B,E01004096,0,,0,,0,,0,,0,,0,,10,,0,,0,,0,,0,,5,,0,,5,,0,,25,,35,,5
Sutton 021E,E01004153,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,10,,0,,25,,0,,45,,0,,0
Sutton 021C,E01004150,1250,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,15,,0,,110,,0,,5,,25,,0
Sutton 021D,E01004151,5,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,35,,0,,0,,75,,0
Sutton 021A,E01004090,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,700,,50,,0,,0,,200,,0
Sutton 022A,E01004091,0,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,5,,0,,75,,0,,25,,1250,,0
Sutton 022B,E01004092,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,0,,35,,0,,20,,35,,0
