2011 super output area - lower layer,mnemonic,21 : Manufacture of basic pharmaceutical products and pharmaceutical preparations,,"26 : Manufacture of computer, electronic and optical products"
Croydon 040C,E01001075,0,,15
Croydon 040D,E01001099,0,,0
Croydon 041A,E01001015,0,,0
Croydon 041B,E01001016,0,,0
Croydon 041C,E01001023,0,,0
Croydon 041D,E01001067,0,,0
Croydon 041E,E01001074,0,,0
Croydon 042A,E01001068,0,,0
Croydon 042B,E01001071,0,,75
Croydon 042C,E01001072,0,,0
Croydon 042D,E01001104,0,,0
Croydon 043A,E01001017,0,,0
Croydon 043B,E01001024,0,,0
Croydon 043C,E01001025,0,,0
Croydon 043D,E01001026,0,,0
Croydon 043E,E01001027,0,,0
Croydon 044A,E01001018,0,,0
Croydon 044B,E01001019,0,,0
Croydon 044C,E01001020,0,,0
Croydon 044D,E01001021,0,,0
Croydon 044E,E01001022,0,,5
Croydon 045A,E01000990,0,,0
Croydon 045B,E01001189,0,,0
Croydon 045C,E01001190,0,,0
Croydon 045D,E01001194,0,,0
Croydon 045E,E01032569,0,,0
Ealing 001A,E01001269,0,,0
Ealing 001B,E01001271,0,,0
Ealing 001C,E01001309,0,,0
Ealing 001D,E01001310,0,,0
Ealing 001E,E01001311,0,,0
Ealing 002A,E01001307,0,,0
Ealing 002B,E01001308,0,,0
Ealing 002C,E01001312,0,,0
Ealing 002D,E01001313,0,,0
Ealing 002E,E01001314,0,,0
Ealing 003A,E01001315,0,,0
Ealing 003B,E01001316,0,,0
Ealing 003C,E01001317,0,,0
Ealing 003D,E01001318,0,,0
Ealing 003E,E01001320,0,,0
Ealing 003F,E01001321,0,,0
Ealing 004A,E01001270,0,,0
Ealing 004B,E01001319,0,,0
Ealing 004C,E01001322,0,,0
Ealing 004D,E01001323,0,,0
Ealing 005A,E01001341,0,,5
Ealing 005B,E01001342,0,,0
Ealing 005C,E01001343,15,,0
Ealing 005D,E01001345,0,,0
Ealing 006A,E01001265,0,,100
Ealing 006B,E01001266,0,,0
Ealing 006C,E01001267,0,,0
Ealing 006D,E01001272,0,,0
Ealing 006E,E01001349,0,,0
Ealing 007A,E01001344,0,,0
Ealing 007B,E01001346,0,,0
Ealing 007C,E01001347,0,,25
Ealing 007D,E01001348,0,,0
Ealing 008A,E01001257,0,,0
Ealing 008B,E01001324,0,,0
Ealing 008C,E01001326,0,,0
Ealing 008D,E01001330,0,,0
Ealing 008E,E01001332,0,,0
Ealing 009A,E01001325,0,,0
Ealing 009B,E01001327,0,,0
Ealing 009C,E01001328,0,,0
Ealing 009D,E01001329,0,,0
Ealing 009E,E01001331,0,,0
Ealing 010B,E01001258,0,,0
Ealing 010C,E01001262,0,,0
Ealing 010D,E01001263,0,,0
Ealing 010E,E01001264,0,,0
Ealing 010F,E01032743,0,,0
Ealing 010G,E01032744,0,,0
Ealing 011A,E01001276,0,,0
Ealing 011B,E01001277,0,,0
Ealing 011C,E01001278,0,,0
Ealing 011D,E01001280,0,,0
Ealing 012A,E01001218,0,,0
Ealing 012B,E01001260,0,,0
Ealing 012C,E01001261,0,,0
Ealing 012D,E01001268,0,,0
Ealing 013A,E01001209,0,,0
Ealing 013B,E01001211,0,,0
Ealing 013C,E01001279,0,,0
Ealing 013D,E01001281,0,,0
Ealing 014A,E01001217,0,,0
Ealing 014B,E01001259,0,,0
Ealing 014C,E01001291,0,,0
Ealing 014D,E01001292,0,,0
Ealing 014E,E01001293,0,,0
Ealing 015A,E01001196,0,,0
Ealing 015B,E01001238,0,,0
Ealing 015C,E01001239,0,,0
Ealing 015D,E01001246,10,,75
Ealing 015E,E01001247,0,,0
Ealing 016A,E01001210,0,,0
Ealing 016B,E01001282,0,,0
Ealing 016C,E01001283,0,,0
Ealing 016D,E01001285,0,,0
Ealing 016E,E01001286,0,,0
Ealing 016F,E01001287,0,,0
Ealing 017A,E01001294,0,,0
Ealing 017B,E01001295,0,,0
Ealing 017C,E01001296,0,,5
Ealing 017D,E01001297,0,,0
Ealing 017E,E01001298,0,,0
Ealing 018A,E01001204,0,,0
Ealing 018B,E01001205,0,,0
Ealing 018C,E01001206,0,,0
Ealing 018D,E01001207,0,,0
Ealing 018E,E01001208,0,,0
Ealing 018F,E01001212,0,,0
Ealing 019A,E01001222,0,,0
Ealing 019B,E01001224,0,,0
Ealing 019C,E01001226,0,,0
Ealing 019D,E01001227,0,,0
Ealing 019E,E01001228,0,,0
Ealing 020A,E01001221,0,,35
Ealing 020B,E01001223,0,,0
Ealing 020C,E01001225,0,,0
Ealing 020D,E01001235,0,,0
Ealing 020E,E01001236,0,,0
Ealing 020F,E01001273,0,,0
Ealing 020G,E01001274,0,,0
Ealing 020H,E01001275,0,,0
Ealing 021A,E01001195,0,,0
Ealing 021B,E01001197,0,,0
Ealing 021C,E01001198,0,,0
Ealing 021D,E01001199,0,,0
Ealing 022A,E01001284,0,,0
Ealing 022B,E01001288,0,,0
Ealing 022C,E01001289,0,,0
Ealing 022D,E01001290,0,,0
Ealing 023A,E01001213,0,,0
Ealing 023B,E01001214,0,,0
Ealing 023C,E01001215,0,,0
Ealing 023D,E01001216,0,,0
Ealing 023E,E01001361,0,,0
Ealing 024A,E01001240,0,,0
Ealing 024B,E01001241,0,,0
Ealing 024C,E01001242,0,,0
Ealing 024D,E01001243,0,,0
Ealing 024E,E01001244,0,,0
Ealing 024F,E01001245,0,,0
Ealing 025A,E01001200,0,,0
Ealing 025B,E01001201,0,,0
Ealing 025C,E01001202,0,,0
Ealing 025D,E01001203,0,,0
Ealing 025E,E01001351,0,,0
Ealing 026A,E01001359,0,,0
Ealing 026B,E01001360,0,,0
Ealing 026C,E01001362,0,,0
Ealing 026D,E01001363,0,,0
Ealing 026E,E01001364,0,,0
Ealing 026F,E01001365,0,,0
Ealing 027A,E01001231,0,,0
Ealing 027B,E01001234,0,,0
Ealing 027C,E01001350,0,,0
Ealing 027D,E01001352,0,,0
Ealing 027E,E01001354,0,,0
Ealing 028A,E01001249,0,,0
Ealing 028B,E01001250,0,,0
Ealing 028C,E01001255,0,,0
Ealing 028D,E01001383,0,,0
Ealing 028E,E01001388,0,,0
Ealing 028F,E01001389,0,,0
Ealing 029A,E01001219,0,,0
Ealing 029B,E01001220,0,,0
Ealing 029C,E01001334,0,,0
Ealing 029D,E01001337,0,,0
Ealing 029E,E01001338,0,,0
Ealing 029F,E01001339,0,,0
Ealing 029G,E01001340,0,,0
Ealing 030A,E01001251,0,,0
Ealing 030B,E01001252,0,,0
Ealing 030C,E01001253,0,,0
Ealing 030D,E01001254,0,,0
Ealing 031A,E01001229,0,,0
Ealing 031B,E01001230,0,,0
Ealing 031C,E01001232,0,,0
Ealing 031D,E01001233,0,,0
Ealing 031E,E01001237,0,,0
Ealing 031F,E01001386,0,,0
Ealing 032A,E01001303,0,,0
Ealing 032B,E01001382,0,,0
Ealing 032C,E01001384,0,,0
Ealing 032D,E01001385,0,,0
Ealing 032E,E01001387,0,,0
Ealing 033A,E01001353,0,,0
Ealing 033B,E01001355,0,,5
Ealing 033C,E01001356,0,,0
Ealing 033D,E01001357,0,,0
Ealing 033E,E01001358,0,,10
Ealing 034A,E01001375,0,,0
Ealing 034B,E01001377,0,,0
Ealing 034C,E01001379,0,,0
Ealing 034D,E01001381,0,,175
Ealing 035A,E01001248,0,,0
Ealing 035B,E01001299,0,,0
Ealing 035C,E01001305,0,,0
Ealing 035D,E01001306,0,,0
Ealing 037A,E01001366,0,,0
Ealing 037B,E01001367,0,,0
Ealing 037C,E01001368,0,,0
Ealing 037D,E01001370,0,,0
Ealing 037E,E01001371,0,,0
Ealing 037F,E01001372,0,,0
Ealing 037G,E01001373,0,,0
Ealing 038A,E01001333,0,,10
Ealing 038B,E01001335,0,,0
Ealing 038C,E01001336,0,,0
Ealing 038D,E01001369,0,,0
Ealing 039A,E01001300,0,,0
Ealing 039B,E01001301,0,,0
Ealing 039C,E01001302,0,,0
Ealing 039D,E01001304,0,,0
Ealing 040A,E01001374,0,,5
Ealing 040B,E01001376,0,,0
Ealing 040C,E01001380,0,,0
Ealing 040D,E01032572,0,,5
Enfield 001A,E01001444,0,,175
Enfield 001B,E01001446,0,,0
Enfield 001C,E01001546,0,,0
Enfield 001D,E01001552,0,,0
Enfield 002A,E01001442,0,,0
Enfield 002B,E01001545,0,,0
Enfield 002C,E01001547,0,,0
Enfield 002D,E01001548,0,,0
Enfield 002E,E01001551,0,,0
Enfield 003B,E01001445,0,,0
Enfield 003C,E01001447,0,,0
Enfield 003D,E01001448,0,,0
Enfield 003E,E01001449,0,,0
Enfield 003F,E01033148,0,,0
Enfield 003G,E01033150,0,,0
Enfield 004A,E01001408,0,,0
Enfield 004B,E01001411,0,,0
Enfield 004C,E01001412,0,,0
Enfield 004D,E01001413,0,,0
Enfield 004E,E01001414,0,,0
Enfield 005A,E01001407,0,,0
Enfield 005B,E01001409,0,,0
Enfield 005C,E01001410,0,,0
Enfield 005D,E01001516,0,,0
Enfield 005E,E01001537,0,,0
Enfield 006A,E01001439,0,,0
Enfield 006B,E01001441,0,,0
Enfield 006C,E01001517,0,,0
Enfield 006D,E01001549,0,,0
Enfield 006E,E01001550,0,,0
Enfield 007A,E01001433,0,,0
Enfield 007B,E01001434,0,,0
Enfield 007C,E01001435,0,,0
Enfield 007D,E01001436,0,,0
Enfield 007E,E01001438,0,,0
Enfield 008A,E01001469,0,,0
Enfield 008B,E01001536,0,,0
Enfield 008C,E01001540,0,,0
Enfield 008D,E01001541,0,,5
Enfield 008E,E01001542,0,,0
Enfield 009A,E01001538,0,,0
Enfield 009B,E01001539,0,,0
Enfield 009C,E01001543,0,,0
Enfield 009D,E01001544,0,,0
Enfield 010A,E01001457,0,,0
Enfield 010B,E01001468,0,,0
Enfield 010C,E01001471,0,,0
Enfield 010D,E01001472,0,,0
Enfield 010E,E01001474,0,,0
Enfield 011A,E01001415,0,,0
Enfield 011B,E01001417,0,,0
Enfield 011C,E01001418,0,,0
Enfield 011D,E01001422,0,,5
Enfield 012A,E01001440,0,,0
Enfield 012B,E01001504,0,,0
Enfield 012C,E01001505,0,,0
Enfield 012D,E01001507,0,,0
Enfield 012E,E01001508,0,,0
Enfield 012F,E01001513,0,,0
Enfield 013A,E01001416,0,,0
Enfield 013B,E01001470,0,,0
Enfield 013C,E01001473,0,,0
Enfield 013D,E01001475,0,,0
Enfield 014A,E01001437,0,,25
Enfield 014B,E01001506,0,,0
Enfield 014C,E01001509,0,,0
Enfield 014D,E01001510,0,,0
Enfield 015A,E01001405,0,,0
Enfield 015B,E01001406,0,,0
Enfield 015C,E01001450,0,,0
Enfield 015D,E01001512,0,,0
Enfield 015E,E01001515,0,,0
Enfield 016A,E01001401,0,,0
Enfield 016B,E01001478,0,,0
Enfield 016C,E01001484,0,,0
Enfield 016D,E01001511,0,,0
Enfield 016E,E01001514,0,,0
Enfield 016F,E01001518,0,,0
Enfield 017A,E01001451,0,,0
Enfield 017B,E01001452,0,,0
Enfield 017C,E01001453,0,,0
Enfield 017D,E01001454,0,,0
Enfield 018A,E01001476,0,,0
Enfield 018B,E01001477,0,,0
Enfield 018C,E01001481,0,,0
Enfield 018D,E01001502,0,,0
Enfield 018E,E01001503,0,,0
Enfield 019A,E01001520,0,,0
Enfield 019B,E01001522,0,,0
Enfield 019C,E01001523,0,,0
Enfield 019D,E01001524,0,,0
Enfield 019E,E01001526,0,,0
Enfield 020A,E01001419,0,,0
Enfield 020B,E01001420,0,,0
Enfield 020C,E01001421,0,,0
Enfield 020D,E01001519,0,,0
Enfield 020E,E01001525,0,,0
Enfield 021A,E01001398,0,,0
Enfield 021B,E01001399,0,,0
Enfield 021C,E01001400,0,,0
Enfield 021D,E01001402,0,,0
Enfield 021E,E01001403,0,,0
Enfield 021F,E01001455,0,,0
Enfield 022A,E01001456,0,,0
Enfield 022B,E01001564,0,,0
Enfield 022C,E01001567,0,,0
Enfield 022D,E01001568,0,,0
Enfield 022E,E01001569,0,,0
Enfield 023A,E01001479,0,,0
Enfield 023B,E01001482,0,,0
Enfield 023C,E01001487,0,,0
Enfield 023D,E01001489,0,,0
Enfield 023E,E01001491,0,,0
Enfield 024A,E01001459,0,,0
Enfield 024B,E01001460,0,,0
Enfield 024C,E01001462,0,,0
Enfield 024D,E01001480,0,,0
Enfield 024E,E01001488,0,,0
Enfield 025A,E01001483,0,,0
Enfield 025B,E01001485,0,,0
Enfield 025C,E01001486,0,,0
Enfield 025E,E01001492,0,,0
Enfield 025F,E01033146,0,,0
Enfield 025G,E01033151,0,,0
Enfield 026A,E01001404,0,,0
Enfield 026B,E01001493,0,,0
Enfield 026C,E01001494,0,,0
Enfield 026D,E01001496,0,,0
Enfield 026E,E01001570,0,,0
Enfield 027A,E01001423,0,,0
Enfield 027B,E01001425,0,,25
Enfield 027C,E01001428,0,,0
Enfield 027D,E01001461,0,,0
Enfield 027E,E01001464,0,,0
Enfield 028A,E01001521,0,,0
Enfield 028B,E01001531,0,,0
Enfield 028C,E01001532,0,,0
Enfield 028D,E01001533,0,,0
Enfield 028E,E01001535,0,,0
Enfield 029A,E01001495,0,,0
Enfield 029B,E01001498,0,,5
Enfield 029C,E01001563,0,,5
Enfield 029D,E01001565,0,,0
Enfield 029E,E01001566,0,,0
Enfield 030A,E01001424,0,,0
Enfield 030B,E01001426,0,,0
Enfield 030C,E01001427,0,,0
Enfield 030D,E01001429,0,,0
Enfield 030E,E01001430,0,,0
Enfield 031A,E01001463,0,,0
Enfield 031B,E01001465,0,,0
Enfield 031C,E01001466,0,,0
Enfield 031D,E01001467,0,,0
Enfield 031E,E01001497,0,,0
Enfield 031F,E01001499,0,,0
Enfield 032A,E01001392,0,,0
Enfield 032B,E01001528,0,,0
Enfield 032C,E01001529,0,,0
Enfield 032D,E01001530,0,,0
Enfield 032E,E01001534,0,,0
Enfield 033A,E01001431,0,,0
Enfield 033B,E01001432,0,,0
Enfield 033C,E01001555,0,,0
Enfield 033D,E01001557,0,,0
Enfield 033E,E01001558,0,,0
Enfield 033F,E01001559,0,,0
Enfield 035A,E01001394,0,,0
Enfield 035B,E01001395,0,,0
Enfield 035C,E01001397,0,,0
Enfield 035D,E01001500,0,,0
Enfield 035E,E01001556,0,,0
Enfield 035F,E01001560,0,,0
Enfield 036A,E01001390,0,,5
Enfield 036B,E01001391,0,,0
Enfield 036C,E01001393,0,,0
Enfield 036D,E01001396,0,,0
Enfield 036E,E01001501,0,,0
Enfield 036F,E01001527,0,,0
Enfield 037A,E01001458,0,,0
Enfield 037B,E01001553,0,,0
Enfield 037C,E01001554,0,,0
Enfield 037D,E01001562,0,,0
Enfield 037E,E01032574,0,,0
Greenwich 001A,E01001690,0,,0
Greenwich 001B,E01001692,0,,0
Greenwich 001C,E01001693,0,,0
Greenwich 001D,E01001694,0,,0
Greenwich 002A,E01001687,0,,0
Greenwich 002B,E01001688,0,,0
Greenwich 002E,E01033739,0,,0
Greenwich 002F,E01033740,0,,0
Greenwich 002G,E01033741,0,,0
Greenwich 002H,E01033743,0,,0
Greenwich 002I,E01033745,0,,0
Greenwich 003A,E01001575,0,,0
Greenwich 003B,E01001576,0,,0
Greenwich 003C,E01001577,0,,0
Greenwich 003D,E01001578,0,,0
Greenwich 003E,E01001579,0,,0
Greenwich 004B,E01001709,0,,0
Greenwich 004C,E01001711,0,,0
Greenwich 004D,E01001712,0,,0
Greenwich 004E,E01033731,0,,0
Greenwich 004F,E01033734,0,,0
Greenwich 004G,E01033735,0,,0
Greenwich 004H,E01033736,0,,0
Greenwich 004I,E01033737,0,,0
Greenwich 005A,E01001705,0,,0
Greenwich 005B,E01001706,0,,0
Greenwich 005C,E01001708,0,,0
Greenwich 005D,E01001710,0,,0
Greenwich 005E,E01001713,0,,0
Greenwich 006A,E01001672,0,,0
Greenwich 006B,E01001673,0,,0
Greenwich 006C,E01001674,0,,0
Greenwich 006D,E01001675,0,,0
Greenwich 006E,E01001677,0,,0
Greenwich 007B,E01001631,0,,0
Greenwich 007C,E01001632,0,,0
Greenwich 007D,E01001635,0,,0
Greenwich 007E,E01001636,0,,0
Greenwich 007F,E01033742,0,,0
Greenwich 007G,E01033744,0,,0
Greenwich 008A,E01001571,0,,0
Greenwich 008B,E01001572,0,,0
Greenwich 008C,E01001573,0,,0
Greenwich 008D,E01001574,0,,0
Greenwich 009A,E01001629,0,,0
Greenwich 009B,E01001633,0,,0
Greenwich 009C,E01001634,0,,0
Greenwich 009D,E01001637,0,,0
Greenwich 011A,E01001695,0,,0
Greenwich 011B,E01001696,0,,0
Greenwich 011C,E01001697,0,,0
Greenwich 011D,E01001700,0,,0
Greenwich 011E,E01001703,0,,0
Greenwich 011F,E01001704,0,,0
Greenwich 012A,E01001588,0,,0
Greenwich 012B,E01001589,0,,5
Greenwich 012C,E01001591,0,,0
Greenwich 012D,E01001595,0,,0
Greenwich 014A,E01001590,0,,0
Greenwich 014B,E01001592,0,,0
Greenwich 014C,E01001593,0,,0
Greenwich 014D,E01001594,0,,0
Greenwich 015A,E01001698,0,,0
Greenwich 015B,E01001699,0,,0
Greenwich 015C,E01001701,0,,0
Greenwich 015D,E01001702,0,,0
Greenwich 016A,E01001581,0,,0
Greenwich 016B,E01001585,0,,0
Greenwich 016C,E01001586,0,,0
Greenwich 016D,E01001587,0,,0
Greenwich 017A,E01001678,0,,0
Greenwich 017B,E01001683,0,,0
Greenwich 017C,E01001684,0,,0
Greenwich 017D,E01001685,0,,0
Greenwich 019A,E01001646,0,,0
Greenwich 019B,E01001650,0,,0
Greenwich 019C,E01001651,0,,0
Greenwich 019D,E01001652,0,,0
Greenwich 020A,E01001679,0,,0
Greenwich 020B,E01001680,0,,0
Greenwich 020C,E01001681,0,,0
Greenwich 020D,E01001682,0,,0
Greenwich 020E,E01001686,0,,0
Greenwich 021A,E01001580,0,,0
Greenwich 021B,E01001582,0,,0
Greenwich 021C,E01001583,0,,5
Greenwich 021D,E01001584,0,,0
Greenwich 022A,E01001645,0,,0
Greenwich 022B,E01001647,0,,0
Greenwich 022C,E01001648,0,,0
Greenwich 022D,E01001649,0,,0
Greenwich 023A,E01001605,0,,0
Greenwich 023B,E01001606,0,,0
Greenwich 023C,E01001610,0,,0
Greenwich 023D,E01001611,0,,0
Greenwich 025A,E01001620,0,,0
Greenwich 025B,E01001621,0,,0
Greenwich 025C,E01001623,0,,0
Greenwich 025D,E01001624,0,,0
Greenwich 025E,E01001625,0,,0
Greenwich 027A,E01001604,0,,0
Greenwich 027B,E01001607,0,,0
Greenwich 027C,E01001608,0,,0
Greenwich 027D,E01001609,0,,0
Greenwich 028A,E01001613,0,,0
Greenwich 028B,E01001614,0,,0
Greenwich 028C,E01001615,0,,0
Greenwich 028D,E01001617,0,,0
Greenwich 029A,E01001653,0,,0
Greenwich 029B,E01001654,0,,0
Greenwich 029C,E01001655,0,,0
Greenwich 029D,E01001660,0,,0
Greenwich 029E,E01001661,0,,0
Greenwich 030C,E01001618,0,,0
Greenwich 030D,E01001619,0,,0
Greenwich 030E,E01033729,0,,0
Greenwich 031A,E01001597,0,,0
Greenwich 031B,E01001598,0,,0
Greenwich 031C,E01001602,0,,0
Greenwich 031D,E01001603,0,,0
Greenwich 032A,E01001596,0,,0
Greenwich 032B,E01001599,0,,0
Greenwich 032C,E01001600,0,,0
Greenwich 032D,E01001601,0,,0
Greenwich 033A,E01001669,0,,0
Greenwich 033B,E01001671,0,,0
Greenwich 033C,E01001676,0,,0
Greenwich 033D,E01032567,0,,0
Greenwich 034A,E01001656,0,,0
Greenwich 034B,E01001657,0,,0
Greenwich 034C,E01001658,0,,0
Greenwich 034D,E01001659,0,,0
Greenwich 034E,E01033726,0,,0
Greenwich 035A,E01001640,0,,0
Greenwich 035B,E01033727,0,,0
Greenwich 035C,E01033728,0,,0
Greenwich 035D,E01033730,0,,0
Greenwich 036A,E01001666,0,,0
Greenwich 036B,E01001667,0,,50
Greenwich 036C,E01001668,0,,0
Greenwich 036D,E01033732,0,,0
Greenwich 036E,E01033733,0,,0
Greenwich 037A,E01001662,0,,350
Greenwich 037B,E01001664,0,,0
Greenwich 037C,E01001665,0,,0
Greenwich 037D,E01033738,0,,10
Greenwich 038A,E01001638,0,,0
Greenwich 038B,E01001641,0,,0
Greenwich 038C,E01001642,0,,0
Greenwich 038D,E01001644,0,,0
Greenwich 038E,E01033746,0,,0
Harrow 001A,E01002112,0,,5
Harrow 001B,E01002114,0,,0
Harrow 001C,E01002225,0,,0
Harrow 001D,E01002226,0,,0
Harrow 002A,E01002113,0,,0
Harrow 002B,E01002115,0,,0
Harrow 002C,E01002116,0,,0
Harrow 002D,E01002117,0,,5
Harrow 002E,E01002118,0,,0
Harrow 003A,E01002227,0,,0
Harrow 003B,E01002228,0,,0
Harrow 003C,E01002229,0,,0
Harrow 003D,E01002230,0,,0
Harrow 004A,E01002144,0,,0
Harrow 004B,E01002146,0,,0
Harrow 004C,E01002147,0,,0
Harrow 004D,E01002149,0,,0
Harrow 005A,E01002140,0,,0
Harrow 005B,E01002141,0,,0
Harrow 005C,E01002142,0,,0
Harrow 005D,E01002143,0,,0
Harrow 005E,E01002145,0,,0
Harrow 006A,E01002139,0,,0
Harrow 006B,E01002148,0,,0
Harrow 006C,E01002150,0,,0
Harrow 006D,E01002151,0,,0
Harrow 006E,E01002152,0,,0
Harrow 007A,E01002119,0,,10
Harrow 007B,E01002120,0,,0
Harrow 007C,E01002121,0,,0
Harrow 007D,E01002122,0,,0
Harrow 007E,E01002123,5,,0
Harrow 008A,E01002106,0,,0
Harrow 008B,E01002108,0,,0
Harrow 008C,E01002109,0,,0
Harrow 008D,E01002110,0,,0
Harrow 008E,E01002111,0,,0
Harrow 009A,E01002185,0,,0
Harrow 009B,E01002186,0,,0
Harrow 009C,E01002187,0,,0
Harrow 009D,E01002190,0,,0
Harrow 010A,E01002124,0,,0
Harrow 010B,E01002125,0,,0
Harrow 010C,E01002198,0,,0
Harrow 010D,E01002200,0,,0
Harrow 010E,E01002203,0,,75
Harrow 011A,E01002232,0,,0
Harrow 011B,E01002233,0,,0
Harrow 011C,E01002234,0,,0
Harrow 011D,E01002235,0,,0
Harrow 011E,E01002236,0,,0
Harrow 012A,E01002107,0,,0
Harrow 012B,E01002197,0,,0
Harrow 012C,E01002199,0,,0
Harrow 012D,E01002201,0,,40
Harrow 012E,E01002202,0,,0
Harrow 013A,E01002179,0,,0
Harrow 013B,E01002180,5,,0
Harrow 013C,E01002183,0,,5
Harrow 013D,E01002184,0,,0
Harrow 013E,E01002231,0,,5
Harrow 015A,E01002154,0,,0
Harrow 015B,E01002156,0,,0
Harrow 015C,E01002162,0,,0
Harrow 015D,E01002163,0,,0
Harrow 016A,E01002188,0,,0
Harrow 016B,E01002189,0,,0
Harrow 016C,E01002192,0,,0
Harrow 016D,E01002193,0,,0
Harrow 017A,E01002165,0,,0
Harrow 017B,E01002166,0,,0
Harrow 017C,E01002167,0,,0
Harrow 017D,E01002168,0,,0
Harrow 017E,E01002169,0,,0
Harrow 019A,E01002153,0,,5
Harrow 019B,E01002155,0,,0
Harrow 019C,E01002157,0,,0
Harrow 019D,E01002158,0,,0
Harrow 020A,E01002128,0,,0
Harrow 020B,E01002130,0,,5
Harrow 020C,E01002181,0,,75
Harrow 020D,E01002182,0,,0
Harrow 021A,E01002159,0,,0
Harrow 021B,E01002160,0,,0
Harrow 021C,E01002161,0,,0
Harrow 021D,E01002164,0,,0
Harrow 022A,E01002191,0,,0
Harrow 022B,E01002194,0,,5
Harrow 022C,E01002195,0,,0
Harrow 022D,E01002196,0,,0
Harrow 023A,E01002126,0,,0
Harrow 023B,E01002127,0,,0
Harrow 023C,E01002129,0,,0
Harrow 023D,E01002131,0,,0
Harrow 024A,E01002237,0,,0
Harrow 024B,E01002238,0,,0
Harrow 024C,E01002240,0,,0
Harrow 024D,E01002242,0,,0
Harrow 025A,E01002208,0,,0
Harrow 025B,E01002209,0,,5
Harrow 025C,E01002239,0,,0
Harrow 025D,E01002241,0,,0
Harrow 027A,E01002133,0,,0
Harrow 027B,E01002136,0,,0
Harrow 027C,E01002138,0,,0
Harrow 027D,E01002213,0,,0
Harrow 028A,E01002211,0,,0
Harrow 028B,E01002212,0,,0
Harrow 028C,E01002216,0,,0
Harrow 028D,E01002217,0,,0
Harrow 029A,E01002132,0,,0
Harrow 029B,E01002134,0,,0
Harrow 029C,E01002135,0,,0
Harrow 029D,E01002137,0,,0
Harrow 030A,E01002218,0,,0
Harrow 030B,E01002219,0,,0
Harrow 030C,E01002221,0,,0
Harrow 030D,E01002222,0,,0
Harrow 031A,E01002214,0,,0
Harrow 031B,E01002215,0,,0
Harrow 031C,E01002220,0,,0
Harrow 031D,E01002223,0,,0
Harrow 031E,E01002224,0,,0
Harrow 032A,E01002204,0,,0
Harrow 032B,E01002206,0,,0
Harrow 032C,E01002207,0,,0
Harrow 032D,E01002210,0,,0
Harrow 032E,E01032576,0,,0
Harrow 033A,E01002170,0,,0
Harrow 033B,E01002171,0,,0
Harrow 033C,E01002172,0,,0
Harrow 033D,E01002173,0,,0
Harrow 033E,E01002174,0,,0
Harrow 033F,E01002175,0,,0
Harrow 033G,E01002176,0,,0
Harrow 033H,E01002177,0,,0
Harrow 033I,E01002178,0,,0
Havering 001A,E01002276,0,,0
Havering 001B,E01002278,0,,0
Havering 001C,E01002312,0,,0
Havering 001D,E01002313,0,,0
Havering 002A,E01002277,0,,0
Havering 002B,E01002279,0,,0
Havering 002C,E01002281,0,,0
Havering 002D,E01002283,0,,0
Havering 002E,E01002299,400,,0
Havering 003A,E01002301,0,,0
Havering 003B,E01002303,0,,0
Havering 003C,E01002304,0,,0
Havering 003D,E01002306,0,,0
Havering 003E,E01002307,0,,0
Havering 004A,E01002280,0,,0
Havering 004B,E01002282,0,,0
Havering 004C,E01002284,0,,0
Havering 004D,E01002297,0,,0
Havering 004E,E01002314,0,,0
Havering 004F,E01002316,0,,0
Havering 005A,E01002302,0,,0
Havering 005B,E01002305,0,,0
Havering 005C,E01002308,0,,0
Havering 005D,E01002326,0,,0
Havering 005E,E01002331,0,,0
Havering 006A,E01002309,0,,0
Havering 006B,E01002310,0,,0
Havering 006C,E01002311,0,,0
Havering 006D,E01002315,0,,0
Havering 007A,E01002293,20,,0
Havering 007B,E01002294,0,,0
Havering 007C,E01002296,0,,0
Havering 007D,E01002298,0,,0
Havering 007E,E01002300,0,,0
Havering 008A,E01002333,0,,5
Havering 008B,E01002334,0,,0
Havering 008C,E01002336,0,,0
Havering 008D,E01002339,0,,0
Havering 008E,E01002341,0,,0
Havering 009A,E01002327,0,,0
Havering 009B,E01002328,0,,0
Havering 009C,E01002332,0,,0
Havering 009D,E01002335,0,,0
Havering 009E,E01002338,0,,0
Havering 009F,E01002340,0,,0
Havering 010A,E01002268,0,,0
Havering 010B,E01002269,0,,0
Havering 010C,E01002295,0,,0
Havering 010D,E01002377,0,,0
Havering 010E,E01002378,0,,0
Havering 010F,E01002383,0,,0
Havering 011A,E01002244,0,,0
Havering 011B,E01002245,0,,0
Havering 011C,E01002325,0,,0
Havering 011D,E01002329,0,,0
Havering 011E,E01002330,0,,0
Havering 012A,E01002337,0,,0
Havering 012B,E01002354,0,,0
Havering 012C,E01002376,0,,0
Havering 012D,E01002379,0,,0
Havering 012E,E01002380,0,,0
Havering 012F,E01002381,0,,0
Havering 013A,E01002243,0,,0
Havering 013B,E01002353,0,,0
Havering 013C,E01002356,0,,0
Havering 013E,E01032741,0,,0
Havering 013F,E01032742,0,,0
Havering 014A,E01002272,0,,0
Havering 014B,E01002274,0,,0
Havering 014C,E01002317,0,,0
Havering 014D,E01002318,0,,0
Havering 014E,E01002355,0,,0
Havering 014F,E01002382,0,,0
Havering 015A,E01002270,0,,0
Havering 015B,E01002271,0,,0
Havering 015C,E01002273,0,,0
